category,difficulty,word,note
Hot Takes,0,Ice cream is the cure for everything.,
Ignorant Questions,0,Do fish need water to breathe?,
Ignorant Questions,0,Can you catch a cold from a computer virus?,
Ignorant Questions,0,Is the sun a giant light bulb?,
Ignorant Questions,0,Do cows drink milk?,
Ignorant Questions,0,Can you touch a rainbow?,
Ignorant Questions,0,Is the moon made of cheese?,
Ignorant Questions,0,Do books need Wi-Fi to work?,
Ignorant Questions,0,Can you grow a money tree?,
Ignorant Questions,0,Is the Earth flat?,
Ignorant Questions,0,Do trees have Wi-Fi passwords?,
Ignorant Questions,0,Can you see in the dark with sunglasses on?,
Ignorant Questions,0,Is chocolate a vegetable?,
Ignorant Questions,0,Do birds have Facebook accounts?,
Ignorant Questions,0,Can you microwave ice cream to make it warmer?,
Ignorant Questions,0,Is a tomato a fruit or a vegetable?,
Ignorant Questions,0,Do smartphones need to sleep at night?,
Ignorant Questions,0,Can you water a plant with soda?,
Ignorant Questions,0,Is a hotdog a sandwich?,
Ignorant Questions,0,Do clouds have feelings?,
Ignorant Questions,0,Can you charge a flashlight in the sun?,
Ignorant Questions,0,Is the ocean salty because of tears from whales?,
Ignorant Questions,0,Do cars need to eat gasoline?,
Ignorant Questions,0,Can you sneeze with your eyes open?,
Ignorant Questions,0,Is the North Pole a giant magnet store?,
Ignorant Questions,0,Do magnets stick to everything?,
Ignorant Questions,0,Can you swim in a puddle of water?,
Ignorant Questions,0,Is a pineapple related to a pine tree?,
Ignorant Questions,0,Do alligators use toothpaste?,
Ignorant Questions,0,Can you use a toaster in the bathtub?,
Ignorant Questions,0,Is a pineapple a type of apple?,
Ignorant Questions,0,Do trees wear clothes in the winter?,
Ignorant Questions,0,Can you put a snowball in the oven to keep it cold?,
Ignorant Questions,0,Is a rainbow the Earth's belt?,
Ignorant Questions,0,Do bicycles have brakes for going uphill?,
Ignorant Questions,0,Can you cook ice cubes in the microwave?,
Ignorant Questions,0,Is a cucumber just a confused pickle?,
Ignorant Questions,0,Do spiders attend webinars?,
Ignorant Questions,0,Can you charge your phone by yelling at it?,
Ignorant Questions,0,Is the wind caused by trees sneezing?,
Ignorant Questions,0,Do dogs use calculators to count their bones?,
Ignorant Questions,0,Can you mail a letter to the moon?,
Ignorant Questions,0,Is a banana a type of telephone?,
Ignorant Questions,0,Do cats have a secret language with lasers?,
Ignorant Questions,0,Can you charge a laptop with potato batteries?,
Ignorant Questions,0,Is the Great Wall of China a long bookshelf?,
Ignorant Questions,0,Do sharks attend swimming lessons?,
Ignorant Questions,0,Can you microwave a microwave?,
Ignorant Questions,0,Is a pineapple a tropical hedgehog?,
Ignorant Questions,0,Do trees have Wi-Fi routers in their branches?,
Ignorant Questions,0,Can you charge a car with a lemon battery?,
Ignorant Questions,0,Is the Internet a giant spider's web?,
Ignorant Questions,0,Do turtles use GPS to find their shells?,
Ignorant Questions,0,Can you send a fax to the past?,
Ignorant Questions,0,Is the sky just a giant blue blanket?,
Ignorant Questions,0,Do ants have traffic lights in their tunnels?,
Ignorant Questions,0,Can you charge a phone with a potato charger?,
Ignorant Questions,0,Is a potato a type of phone?,
Ignorant Questions,0,Do chickens use elevators in their coops?,
Ignorant Questions,0,Can you make ice cream by freezing hot water?,
Ignorant Questions,0,Is a volcano a mountain with a secret tunnel?,
Ignorant Questions,0,Do clouds go to school to learn how to rain?,
Ignorant Questions,0,Can you charge a flashlight with moonlight?,
Ignorant Questions,0,Is the ocean really made of blue raspberry soda?,
Ignorant Questions,0,Do trees write poetry in their spare time?,
Ignorant Questions,0,Can you grow a rainbow in your backyard?,
Ignorant Questions,0,Is a tomato a fruit that's undercover as a vegetable?,
Ignorant Questions,0,Do spiders throw birthday parties in their webs?,
Ignorant Questions,0,Can you teach a fish to ride a bicycle?,
Ignorant Questions,0,Is the Earth a giant spaceship?,
Ignorant Questions,0,Do clouds play hide-and-seek with the sun?,
Ignorant Questions,0,Can you charge a vacuum cleaner by vacuuming?,
Ignorant Questions,0,Is a pineapple just a spiky apple?,
Ignorant Questions,0,Do cars have dreams of becoming race cars?,
Ignorant Questions,0,Can you make coffee by boiling ice cubes?,
Ignorant Questions,0,Is the moon really made of green cheese?,
Ignorant Questions,0,Do trees have secret handshakes with birds?,
Ignorant Questions,0,Can you charge a blender by blending?,
Ignorant Questions,0,Is a rainbow a colorful belt in the sky?,
Ignorant Questions,0,Do ants wear tiny backpacks to collect food?,
Ignorant Questions,0,Can you grow a forest in a flowerpot?,
Ignorant Questions,0,Is a pineapple a disguise for a pineapple?,
Ignorant Questions,0,Do dogs use laptops to bark at squirrels online?,
Ignorant Questions,0,Can you charge a camera by taking pictures?,
Ignorant Questions,0,Is the sun just a giant light switch in the sky?,
Ignorant Questions,0,Do clouds have sleepovers with the stars?,
Ignorant Questions,0,Can you make ice by freezing ice cubes?,
Ignorant Questions,0,Is a tomato a fruit that's trying to fit in as a vegetable?,
Ignorant Questions,0,Do spiders have dance parties in their webs?,
Ignorant Questions,0,Can you charge a flashlight by shining it at the sun?,
Ignorant Questions,0,Is the ocean a giant swimming pool for whales?,
Ignorant Questions,0,Do trees have secret clubs for squirrels?,
Ignorant Questions,0,Can you grow a rainbow from a rainbow seed?,
Ignorant Questions,0,Is a pineapple an undercover secret agent?,
Ignorant Questions,0,Do cars have dreams of becoming racecars when they grow up?,
Ignorant Questions,0,Can you charge a blender by blending smoothies?,
Ignorant Questions,0,Is a rainbow just a colorful slide in the sky?,
Ignorant Questions,0,Do ants have tiny backpacks for their picnics?,
Ignorant Questions,0,Can you grow a forest in a potted plant?,
Ignorant Questions,0,Is a pineapple a pineapple pretending to be something else?,
Ignorant Questions,0,Do dogs use laptops to chase virtual squirrels?,
Inventions,0,Self-propelled vehicle.,
Inventions,0,Portable communication device.,
Inventions,0,Machine that washes clothes automatically.,
Inventions,0,Device that stores and plays music.,
Inventions,0,Tool that cuts paper quickly.,
Inventions,0,Device that captures images.,
Inventions,0,Machine that bakes bread.,
Inventions,0,Tool that writes on paper without ink.,
Inventions,0,Device that measures time.,
Inventions,0,Machine that cools and preserves food.,
Inventions,0,Device that heats water instantly.,
Inventions,0,Tool that tightens bolts.,
Inventions,0,Machine that helps with arithmetic calculations.,
Inventions,0,Device that records audio.,
Inventions,0,Tool that measures distances.,
Inventions,0,Machine that dries clothes.,
Inventions,0,Device that displays text.,
Inventions,0,Tool that cuts hair.,
Inventions,0,Machine that prints documents.,
Inventions,0,Device that plays video.,
Inventions,0,Tool that removes dirt from floors.,
Inventions,0,Machine that washes dishes.,
Inventions,0,Device that calculates numbers.,
Inventions,0,Tool that assists in cooking.,
Inventions,0,Machine that purifies water.,
Inventions,0,Device that communicates wirelessly.,
Inventions,0,Tool that opens cans.,
Inventions,0,Machine that generates electricity.,
Inventions,0,Device that captures videos.,
Inventions,0,Tool that cuts wood.,
Inventions,0,Machine that transports people.,
Inventions,0,Device that measures temperature.,
Inventions,0,Tool that sews fabric.,
Inventions,0,Machine that grinds coffee beans.,
Inventions,0,Device that calculates directions.,
Inventions,0,Tool that helps with painting.,
Inventions,0,Machine that creates ice.,
Inventions,0,Device that provides light.,
Inventions,0,Tool that mixes ingredients.,
Inventions,0,Machine that plays games.,
Inventions,0,Device that amplifies sound.,
Inventions,0,Tool that cleans teeth.,
Inventions,0,Machine that cuts grass.,
Inventions,0,Device that measures weight.,
Inventions,0,Tool that helps with navigation.,
Inventions,0,Machine that washes windows.,
Inventions,0,Device that stores data.,
Inventions,0,Tool that sharpens pencils.,
Inventions,0,Machine that moves heavy objects.,
Inventions,0,Device that scans documents.,
Inventions,0,Tool that paints walls.,
Inventions,0,Machine that makes coffee.,
Inventions,0,Device that records TV shows.,
Inventions,0,Tool that measures heart rate.,
Inventions,0,Machine that toasts bread.,
Inventions,0,Device that plays music wirelessly.,
Inventions,0,Tool that cuts vegetables.,
Inventions,0,Machine that cleans pools.,
Inventions,0,Device that translates languages.,
Inventions,0,Tool that drills holes.,
Inventions,0,Machine that takes photographs.,
Inventions,0,Device that controls TV channels.,
Inventions,0,Tool that measures blood pressure.,
Inventions,0,Machine that makes ice cream.,
Inventions,0,Device that plays movies.,
Inventions,0,Tool that inflates tires.,
Inventions,0,Machine that dries hair.,
Inventions,0,Device that provides weather forecasts.,
Inventions,0,Tool that sharpens knives.,
Inventions,0,Machine that slices bread.,
Inventions,0,Device that plays video games.,
Inventions,0,Tool that measures blood sugar.,
Inventions,0,Machine that cleans clothes.,
Inventions,0,Device that sends emails.,
Inventions,0,Tool that removes snow from driveways.,
Inventions,0,Machine that heats food quickly.,
Inventions,0,Device that takes notes.,
Inventions,0,Tool that washes cars.,
Inventions,0,Machine that irons clothes.,
Inventions,0,Device that counts steps.,
Inventions,0,Tool that measures air quality.,
Inventions,0,Machine that makes smoothies.,
Inventions,0,Device that plays radio stations.,
Inventions,0,Tool that measures humidity.,
Inventions,0,Machine that takes X-rays.,
Inventions,0,Device that searches the internet.,
Inventions,0,Tool that cuts metal.,
Inventions,0,Machine that prints photos.,
Inventions,0,Device that tracks fitness.,
Inventions,0,Tool that measures sound levels.,
Inventions,0,Machine that brews tea.,
Inventions,0,Device that plays podcasts.,
Inventions,0,Tool that measures atmospheric pressure.,
Inventions,0,Machine that scans barcodes.,
Inventions,0,Device that monitors heart rate.,
Inventions,0,Tool that measures blood oxygen.,
Inventions,0,Machine that cooks pizza.,
Inventions,0,Device that records voice memos.,
Inventions,0,Tool that measures altitude.,
Inventions,0,Machine that brews coffee.,
Inventions,1,Pet Petter,
Inventions,1,Banana Slicer,
Inventions,1,Umbrella Hat,
Inventions,1,Solar-Powered Toothbrush,
Inventions,1,Automatic Pancake Flipper,
Inventions,1,Inflatable Dartboard,
Inventions,1,Remote-Controlled Slippers,
Inventions,1,Bed-Making Robot,
Inventions,1,Portable Wi-Fi Detector,
Inventions,1,Solar-Powered Flashlight,
Inventions,1,Motorized Ice Cream Cone,
Inventions,1,Automatic Egg Cracker,
Inventions,1,Bubble Wrap Suit,
Inventions,1,Electric Potato Peeler,
Inventions,1,USB Pet Rock,
Inventions,1,Digital Pet Finger,
Inventions,1,Automatic Spoon Stirrer,
Inventions,1,Solar-Powered Sunscreen,
Inventions,1,Wi-Fi Toaster,
Inventions,1,Nose Warmer,
Inventions,1,Motorized Ice Cream Scoop,
Inventions,1,Spaghetti Fork Twirler,
Inventions,1,Self-Watering Plant Pot,
Inventions,1,Portable Pet Shower,
Inventions,1,Butter Stick,
Inventions,1,Hug Me Pillow,
Inventions,1,Automatic Chopstick Separator,
Inventions,1,Solar-Powered Sun Hat,
Inventions,1,Electric Pizza Cutter,
Inventions,1,Wi-Fi Coffee Maker,
Inventions,1,Self-Stirring Coffee Mug,
Inventions,1,Smartphone Toilet Paper Holder,
Inventions,1,USB Pet Fish,
Inventions,1,Automatic Shoe Tying Machine,
Inventions,1,Toothpaste Squeezer,
Inventions,1,Electronic Nose Hair Trimmer,
Inventions,1,Solar-Powered Backpack,
Inventions,1,USB-Powered Toothbrush Holder,
Inventions,1,Pancake Printer,
Inventions,1,Self-Watering Dog Bowl,
Inventions,1,Automatic Wine Corkscrew,
Inventions,1,Electric Salt and Pepper Shakers,
Inventions,1,Self-Cleaning Cat Litter Box,
Inventions,1,Portable Electric Blanket,
Inventions,1,Wi-Fi Watering Can,
Inventions,1,Digital Tissue Dispenser,
Inventions,1,USB-Powered Plant,
Inventions,1,Electric Butter Spreader,
Inventions,1,Self-Flipping Pancake Pan,
Inventions,1,Solar-Powered Ice Cubes,
Inventions,1,USB-Powered Socks,
Inventions,1,Automatic Salad Spinner,
Inventions,1,Wi-Fi Paper Towel Dispenser,
Inventions,1,Electric Cereal Spoon,
Inventions,1,Self-Opening Umbrella,
Inventions,1,Digital Soap Dispenser,
Inventions,1,Motorized Wine Glass,
Inventions,1,Solar-Powered Toothpaste Dispenser,
Inventions,1,USB-Powered Pillow,
Inventions,1,Electric Bagel Slicer,
Inventions,1,Self-Watering Flower Vase,
Inventions,1,Wi-Fi Butter Dish,
Inventions,1,Digital Salt and Pepper Shakers,
Inventions,1,Solar-Powered Coffee Cup,
Inventions,1,USB-Powered Toothbrush,
Inventions,1,Electric Potato Masher,
Inventions,1,Self-Stirring Soup Pot,
Inventions,1,Wi-Fi Coffee Grinder,
Inventions,1,Electric Cookie Dunker,
Inventions,1,Solar-Powered Ice Cream Scoop,
Inventions,1,USB-Powered Salad Tongs,
Inventions,1,Digital Tea Infuser,
Inventions,1,Motorized Cup Holder,
Inventions,1,Solar-Powered Spoon,
Inventions,1,USB-Powered Ice Cube,
Inventions,1,Electric Egg Peeler,
Inventions,1,Wi-Fi Fruit Bowl,
Inventions,1,Self-Stirring Spaghetti Pot,
Inventions,1,Automatic Butter Knife,
Inventions,1,Electric Salad Spinner,
Inventions,1,Solar-Powered Napkin Holder,
Inventions,1,USB-Powered Chopsticks,
Inventions,1,Self-Cleaning Dish Rack,
Inventions,1,Wi-Fi Potato Peeler,
Inventions,1,Electric Gravy Boat,
Inventions,1,Motorized Tea Kettle,
Inventions,1,Solar-Powered Pizza Cutter,
Inventions,1,USB-Powered Salt Shaker,
Inventions,1,Electric Pepper Grinder,
Inventions,1,Self-Watering Herb Garden,
Inventions,1,Wi-Fi Sushi Roller,
Inventions,1,Automatic Cucumber Slicer,
Inventions,1,Solar-Powered Waffle Maker,
Inventions,1,USB-Powered Pancake Dispenser,
Inventions,1,Electric Soup Ladle,
Inventions,1,Self-Stirring Hot Chocolate Mug,
Inventions,1,Motorized Marshmallow Roaster,
Inventions,1,Wi-Fi Taco Shell Warmer,
Inventions,1,Automatic Bagel Toaster,
Inventions,1,Solar-Powered Guacamole Chiller,
